2022/1/4,4834,469100,526500, 995600
2022/1/5,4895,469100,526500, 995600
2022/1/6,4850,0,1011500, 1011500
2022/1/7,4844,0,1011500, 1011500
2022/1/8,4844,0,1011500, 1011500
2022/1/9,4844,0,1011500, 1011500
2022/1/10,4844,0,1011500, 1011500
2022/1/11,4866,486600,524900, 1011500
2022/1/12,4890,486600,524900, 1011500
2022/1/13,4935,486600,524900, 1011500
2022/1/14,4919,0,1016800, 1016800
2022/1/15,4919,0,1016800, 1016800
2022/1/16,4919,0,1016800, 1016800
2022/1/17,4963,496300,520500, 1016800
2022/1/18,4926,0,1013100, 1013100
2022/1/19,4800,0,1013100, 1013100
2022/1/20,4832,483200,529900, 1013100
2022/1/21,4864,483200,529900, 1013100
2022/1/22,4864,483200,529900, 1013100
2022/1/23,4864,483200,529900, 1013100
2022/1/24,4787,0,1008600, 1008600
2022/1/25,4661,0,1008600, 1008600
2022/1/26,4690,469000,539600, 1008600
2022/1/27,4600,0,999600, 999600
2022/1/28,4723,472300,527300, 999600
2022/1/29,4723,472300,527300, 999600
2022/1/30,4723,472300,527300, 999600
2022/2/1,4779,472300,527300, 999600
2022/2/2,4781,472300,527300, 999600
2022/2/3,4753,0,1002600, 1002600
2022/2/4,4723,0,1002600, 1002600
2022/2/5,4723,0,1002600, 1002600
2022/2/6,4723,0,1002600, 1002600
2022/2/7,4800,480000,522600, 1002600
2022/2/8,4715,0,994100, 994100
2022/2/9,4620,0,994100, 994100
2022/2/10,4597,0,994100, 994100
2022/2/11,4597,0,994100, 994100
2022/2/12,4597,0,994100, 994100
2022/2/13,4597,0,994100, 994100
2022/2/14,4489,0,994100, 994100
2022/2/15,4392,0,994100, 994100
2022/2/16,4500,450000,544100, 994100
2022/2/17,4590,450000,544100, 994100
2022/2/18,4579,0,1002000, 1002000
2022/2/19,4579,0,1002000, 1002000
2022/2/20,4579,0,1002000, 1002000
2022/2/21,4516,0,1002000, 1002000
2022/2/22,4489,0,1002000, 1002000
2022/2/23,4489,0,1002000, 1002000
2022/2/24,4432,0,1002000, 1002000
2022/2/25,4560,456000,546000, 1002000
2022/2/26,4560,456000,546000, 1002000
2022/2/27,4560,456000,546000, 1002000
2022/2/28,4577,456000,546000, 1002000
2022/2/29,4577,456000,546000, 1002000
2022/2/30,4577,456000,546000, 1002000
2022/3/1,4685,456000,546000, 1002000
2022/3/2,4500,0,996000, 996000
2022/3/3,4519,451900,544100, 996000
2022/3/4,4411,0,985200, 985200
2022/3/5,4411,0,985200, 985200
2022/3/6,4411,0,985200, 985200
2022/3/7,4245,0,985200, 985200
2022/3/8,4043,0,985200, 985200
2022/3/9,4195,419500,565700, 985200
2022/3/10,4418,419500,565700, 985200
2022/3/11,4371,0,1002800, 1002800
2022/3/12,4371,0,1002800, 1002800
2022/3/13,4371,0,1002800, 1002800
2022/3/14,4394,439400,563400, 1002800
2022/3/15,4476,439400,563400, 1002800
2022/3/16,4554,439400,563400, 1002800
2022/3/17,4623,439400,563400, 1002800
2022/3/18,4676,439400,563400, 1002800
2022/3/19,4676,439400,563400, 1002800
2022/3/20,4676,439400,563400, 1002800
2022/3/21,4676,439400,563400, 1002800
2022/3/22,4643,0,1027700, 1027700
2022/3/23,4785,478500,549200, 1027700
2022/3/24,4761,0,1025300, 1025300
2022/3/25,4788,478800,546500, 1025300
2022/3/26,4788,478800,546500, 1025300
2022/3/27,4788,478800,546500, 1025300
2022/3/28,4759,0,1022400, 1022400
2022/3/29,4799,479900,542500, 1022400
2022/3/30,4712,0,1013700, 1013700
2022/4/1,4950,495000,518700, 1013700
2022/4/2,4950,495000,518700, 1013700
2022/4/3,4950,495000,518700, 1013700
2022/4/4,4959,495000,518700, 1013700
2022/4/5,4982,495000,518700, 1013700
2022/4/6,4977,0,1016400, 1016400
2022/4/7,4889,0,1016400, 1016400
2022/4/8,4980,498000,518400, 1016400
2022/4/9,4980,498000,518400, 1016400
2022/4/10,4980,498000,518400, 1016400
2022/4/11,4979,0,1016300, 1016300
2022/4/12,5010,501000,515300, 1016300
2022/4/13,5000,0,1015300, 1015300
2022/4/14,5061,506100,509200, 1015300
2022/4/15,5099,506100,509200, 1015300
2022/4/16,5099,506100,509200, 1015300
2022/4/17,5099,506100,509200, 1015300
2022/4/18,5056,0,1014800, 1014800
2022/4/19,5124,512400,502400, 1014800
2022/4/20,5129,512400,502400, 1014800
2022/4/21,5160,512400,502400, 1014800
2022/4/22,5400,512400,502400, 1014800
2022/4/23,5400,512400,502400, 1014800
2022/4/24,5400,512400,502400, 1014800
2022/4/25,5317,0,1034100, 1034100
2022/4/26,5342,534200,499900, 1034100
2022/4/27,5363,534200,499900, 1034100
2022/4/28,5406,534200,499900, 1034100
2022/4/29,5406,534200,499900, 1034100
2022/4/30,5406,534200,499900, 1034100
2022/5/1,5406,534200,499900, 1034100
2022/5/2,5428,534200,499900, 1034100
2022/5/3,5428,534200,499900, 1034100
2022/5/4,5428,534200,499900, 1034100
2022/5/5,5428,534200,499900, 1034100
2022/5/6,5580,534200,499900, 1034100
2022/5/7,5580,534200,499900, 1034100
2022/5/8,5580,534200,499900, 1034100
2022/5/9,5461,0,1046000, 1046000
2022/5/10,5345,0,1046000, 1046000
2022/5/11,5322,0,1046000, 1046000
2022/5/12,5367,536700,509300, 1046000
2022/5/13,5426,536700,509300, 1046000
2022/5/14,5426,536700,509300, 1046000
2022/5/15,5426,536700,509300, 1046000
2022/5/16,5426,536700,509300, 1046000
2022/5/17,5460,536700,509300, 1046000
2022/5/18,5573,536700,509300, 1046000
2022/5/19,5520,0,1061300, 1061300
2022/5/20,5552,555200,506100, 1061300
2022/5/21,5552,555200,506100, 1061300
2022/5/22,5552,555200,506100, 1061300
2022/5/23,5587,555200,506100, 1061300
2022/5/24,5605,555200,506100, 1061300
2022/5/25,5740,555200,506100, 1061300
2022/5/26,5665,0,1072600, 1072600
2022/5/27,5760,576000,496600, 1072600
2022/5/28,5760,576000,496600, 1072600
2022/5/29,5760,576000,496600, 1072600
2022/5/30,5828,576000,496600, 1072600
2022/6/1,5816,0,1078200, 1078200
2022/6/2,5922,592200,486000, 1078200
2022/6/3,5779,0,1063900, 1063900
2022/6/4,5779,0,1063900, 1063900
2022/6/5,5779,0,1063900, 1063900
2022/6/6,5779,0,1063900, 1063900
2022/6/7,5779,0,1063900, 1063900
